disaster_type,severity,population_affected,rainfall_mm,temperature_c,disaster_duration_days,district,state,latitude,longitude,food_required,medical_required,water_required,clothing_required
Cyclone,1,17072,119.83,39.6,15,Thanjavur,Tamil Nadu,12.5299,80.0564,16040,1849,17339,7673
Flood,4,14148,275.13,26.4,17,Jehanabad,Bihar,25.3383,85.6054,18479,1866,29739,7432
Earthquake,10,99008,808.21,39.0,6,Fazilka,Punjab,31.1789,75.7313,67785,32932,171618,64074
Fire,9,80325,900.68,37.4,24,Madhubani,Bihar,25.518,84.644,179973,38571,172312,39913
Earthquake,4,82373,684.14,33.5,19,Kurukshetra,Haryana,29.6232,76.396,117110,14931,120261,62161
Fire,4,81650,104.83,25.6,30,Vaishali,Bihar,25.2968,85.1175,143821,18893,100778,34549
Flood,7,87454,522.99,19.5,12,Saharsa,Bihar,25.1312,84.8309,115793,15184,185996,47963
Landslide,9,98837,572.63,40.1,4,North Garo Hills,Meghalaya,25.8264,91.7916,40169,31072,98095,48768
Earthquake,7,76780,281.86,32.7,21,Panchkula,Haryana,28.7992,76.1101,126084,17729,151744,74088
Flood,1,96637,991.3,37.9,23,Anantapur,Andhra Pradesh,16.626,80.5234,162642,9680,152300,41529
Earthquake,1,57702,335.63,29.3,12,Imphal East,Manipur,24.8126,94.2542,36007,5501,47174,28271
Landslide,4,66503,210.25,16.0,27,Gondia,Maharashtra,18.7657,73.1564,142619,9755,97931,49816
Landslide,4,27282,110.14,44.3,22,Kheda (Nadiad),Gujarat,23.2967,72.0837,37787,4319,37817,19328
Cyclone,1,79976,378.5,16.4,2,Baran,Rajasthan,26.8516,75.8869,9922,7071,63508,24033
Fire,6,77473,692.62,41.9,7,Balrampur,Uttar Pradesh,26.8783,81.1127,37296,28594,84372,23274
Flood,10,47159,231.42,17.3,16,Kadmath,Lakshadweep (UT),10.9128,72.8037,100702,12108,130049,35459
Flood,2,8887,769.54,23.1,24,Nirmal,Telangana,17.3581,78.7896,14281,608,18852,4105
Earthquake,5,493,135.4,25.4,30,Thoubal,Manipur,25.0307,93.9229,1124,68,1168,494
Fire,8,61875,440.47,42.2,12,Mau,Uttar Pradesh,26.6153,80.5061,57800,22967,83107,25833
Fire,3,59554,702.37,41.1,16,Sambalpur,Odisha,20.5882,85.628,55347,13262,57666,19462
Cyclone,9,12156,135.31,38.8,14,Bhagalpur,Bihar,25.4964,85.0834,22029,3713,28600,8987
Flood,7,61583,597.84,23.2,1,North East Delhi,Delhi (NCT),28.6715,76.8275,7208,9746,105247,26089
Earthquake,9,45057,798.95,10.2,22,Kamareddy,Telangana,16.8874,78.3923,136096,8550,108782,47804
Flood,1,28529,595.55,33.9,27,West Singhbhum,Jharkhand,23.0491,85.6447,51565,2525,45861,13902
Flood,5,46009,511.46,24.4,9,Jhabua,Madhya Pradesh,23.0993,77.7869,36651,6751,77433,17875
Cyclone,3,53006,838.3,36.5,7,Amini,Lakshadweep (UT),10.5801,72.7848,33421,9149,68736,26516
Cyclone,4,97535,985.42,37.8,5,Garhwa,Jharkhand,23.3761,85.0835,44142,18245,117491,44620
Cyclone,4,97857,181.31,25.4,29,Chittorgarh,Rajasthan,26.9242,75.4384,197182,13421,196020,71869
Earthquake,7,86390,691.35,36.2,30,Hoshangabad,Madhya Pradesh,23.2464,77.0675,249510,17530,234947,100235
Flood,10,44489,80.66,39.4,10,Adilabad,Telangana,17.1646,78.4565,62050,12961,123868,27488
Flood,8,21005,42.84,42.5,27,Salem,Tamil Nadu,12.7072,80.3459,68096,4804,62081,14765
Fire,10,89719,280.82,30.4,10,Darbhanga,Bihar,25.6744,85.3746,88330,35879,114051,36180
Flood,5,53830,970.92,37.2,25,Porbandar,Gujarat,22.5946,72.3267,145291,9506,152132,38045
Earthquake,10,57657,552.2,27.3,18,Balrampur,Chhattisgarh,20.9296,81.6995,114673,17098,138008,51378
Flood,7,95257,268.27,11.5,7,Ambala,Haryana,29.1162,76.4592,75941,13867,192976,38102
Cyclone,3,86213,132.59,15.4,25,Kaithal,Haryana,29.0811,76.0526,154600,9144,123815,51740
Flood,3,66299,920.18,14.5,18,Tinsukia,Assam,26.5115,91.1261,96272,6260,122140,33298
Flood,3,47401,362.37,16.0,13,Nuapada,Odisha,20.9999,86.2809,51364,4533,75110,22969
Earthquake,4,84852,306.7,10.4,11,Sheohar,Bihar,26.0799,84.9609,68794,10907,91228,51624
Tsunami,6,47359,857.96,40.1,10,Chennai,Tamil Nadu,13.2127,80.1383,59604,11578,108103,28471
Flood,5,74901,604.4,29.6,22,Raigarh,Chhattisgarh,21.3952,82.0463,162960,11924,203787,38397
Cyclone,8,4674,168.64,23.4,9,Balasore,Odisha,20.2155,85.6631,4400,864,7628,2832
Fire,5,88391,421.51,24.3,15,Akola,Maharashtra,18.9238,72.7209,88166,19480,107156,24919
Earthquake,5,56876,928.23,26.2,14,Dhemaji,Assam,25.9653,91.9459,70657,10320,86493,42954
Landslide,10,96877,901.2,12.6,3,Ukhrul,Manipur,24.4694,94.0473,31781,20833,136879,49027
Flood,2,88312,70.11,19.6,24,Fatehgarh Sahib,Punjab,31.1176,75.5693,139175,7964,143701,40329
Tsunami,5,87197,268.61,39.8,14,Gaya,Bihar,25.4013,85.3452,124416,19231,193521,48673
Cyclone,7,24837,154.54,36.0,21,Chikballapur,Karnataka,12.8202,77.5569,58066,6049,53365,18959
Cyclone,2,23490,533.81,29.7,16,Lakhimpur - Kheri,Uttar Pradesh,26.5155,81.1243,26025,2959,28680,12013
Landslide,6,91712,749.98,26.8,23,Varanasi,Uttar Pradesh,27.5954,80.9396,177368,17043,186871,71516
Earthquake,7,52430,295.54,19.1,29,Kilthan,Lakshadweep (UT),10.9607,72.9808,139066,9591,130332,52960
Earthquake,5,71182,758.0,26.5,28,Mahisagar,Gujarat,22.6141,72.7279,167972,12851,139283,58363
Fire,9,53742,668.72,30.9,3,Jabalpur,Madhya Pradesh,23.684,76.8876,13444,16325,70874,19529
Earthquake,4,21380,728.22,34.9,8,Karnal,Haryana,28.4861,76.3169,12733,3671,26441,12288
Flood,10,98589,948.24,15.8,2,Bargarh,Odisha,20.6311,85.9935,29255,22417,244330,49970
Fire,1,21137,424.61,38.5,29,Mandya,Karnataka,12.711,77.1375,26689,3200,23256,6666
Flood,8,40676,342.57,22.1,24,Harda,Madhya Pradesh,23.6271,77.2565,112082,6870,122251,27441
Landslide,8,28664,683.85,27.6,2,Osmanabad,Maharashtra,19.1579,72.6934,4862,7571,32841,15106
Tsunami,7,99233,807.56,31.3,23,Jhunjhunu,Rajasthan,27.2382,75.9453,280384,22107,268514,85044
Cyclone,8,85539,191.45,27.1,18,Chatra,Jharkhand,23.7043,85.1811,155927,19095,219633,56252
Cyclone,2,96442,846.8,30.0,7,Yanam,Puducherry (UT),12.3078,79.8945,45594,11940,84656,38249
Flood,3,90028,57.85,13.9,17,Gonda,Uttar Pradesh,27.2401,80.739,118676,8076,151674,46337
Flood,9,28187,6.39,25.1,6,Nadia,West Bengal,23.2027,87.9687,23069,5102,51780,18599
Tsunami,1,87929,158.43,19.8,10,Nalgonda,Telangana,17.3822,78.229,61803,8268,97855,36745
Flood,8,76313,978.67,13.0,7,Nagapattinam,Tamil Nadu,12.8563,80.0552,68374,11460,171955,42991
Cyclone,8,12903,523.57,16.7,4,Dhenkanal,Odisha,20.6243,86.2091,6695,2715,24023,6991
Landslide,7,46102,46.57,31.1,11,Munger (Monghyr),Bihar,25.8926,85.5159,43134,9745,67127,27387
Landslide,5,66861,997.18,16.9,16,Gorakhpur,Uttar Pradesh,26.5477,80.8229,77639,12321,127174,39842
Earthquake,4,71410,744.91,16.3,27,Rohtas,Bihar,26.0833,84.9463,143333,9563,131629,66061
Earthquake,10,78679,838.01,29.3,17,Balasore,Odisha,20.395,85.5906,192358,20281,194694,84581
Fire,10,16263,212.94,41.7,28,West Garo Hills,Meghalaya,25.4753,92.0795,39452,8196,31450,10169
Tsunami,10,68480,105.45,37.6,6,Amreli,Gujarat,22.857,72.6497,56732,24311,150846,44521
Earthquake,10,72983,515.08,41.7,20,Bundi,Rajasthan,27.0109,76.1086,182339,19963,156931,78481
Earthquake,6,51985,772.18,30.4,19,Dhule,Maharashtra,19.0362,72.9801,82672,10868,96200,48093
Flood,1,86440,637.78,24.3,20,West Siang,Arunachal Pradesh,27.2434,94.0616,119033,7541,117790,38571
Flood,5,36864,631.06,35.5,22,Kadmath,Lakshadweep (UT),11.107,72.3096,85768,7060,87531,23570
Earthquake,4,92882,757.1,19.1,21,Dungarpur,Rajasthan,26.583,76.1939,151125,11478,131726,68822
Tsunami,4,62226,227.02,12.7,18,Chamba,Himachal Pradesh,31.4609,77.3289,116289,8799,117624,38986
Landslide,7,67324,661.52,22.1,15,Chandrapur,Maharashtra,18.7314,72.558,87120,13785,112637,45469
Tsunami,9,47155,392.11,20.5,2,Balangir,Odisha,20.3364,85.488,13867,11180,77152,27905
Earthquake,8,51699,69.75,33.6,19,Uttarkashi,Uttarakhand,29.936,77.5233,77655,15829,118772,39422
Fire,8,82887,202.14,29.3,27,Peddapalli,Telangana,17.2516,78.2893,190562,25275,170253,49060
Landslide,5,78140,794.0,14.8,6,Surendranagar,Gujarat,23.0768,72.7711,39254,11095,104618,38367
Earthquake,6,39820,895.93,41.8,12,Kullu,Himachal Pradesh,30.6407,77.4578,46335,8345,57668,22276
Cyclone,2,93220,282.82,30.8,30,Pathankot,Punjab,31.9159,75.6917,174080,11371,145811,44886
Earthquake,3,44584,190.36,26.0,1,Kalahandi,Odisha,20.8794,85.4628,2552,6727,39634,18737
Landslide,5,38952,26.72,42.8,27,Korea (Koriya),Chhattisgarh,21.1249,81.3241,80657,8938,75233,29179
Cyclone,2,13319,947.7,13.4,23,Bilaspur,Chhattisgarh,21.1985,81.7082,19540,938,19979,7107
Tsunami,3,90451,683.85,37.6,24,West Godavari,Andhra Pradesh,17.1,80.9454,177847,17269,179180,55230
Flood,4,48965,957.03,22.8,23,Mungeli,Chhattisgarh,21.8067,81.3483,100518,6245,135997,27390
Fire,6,54557,863.85,34.3,11,Thoothukudi (Tuticorin),Tamil Nadu,13.6104,80.0665,46991,16064,60460,18299
Earthquake,5,90259,340.47,42.6,19,Dewas,Madhya Pradesh,23.3631,77.215,149824,18634,152768,66416
Fire,10,36917,112.68,28.1,22,Mandya,Karnataka,12.4406,77.2905,85976,14195,72917,17348
Cyclone,4,69093,499.06,10.8,30,North Delhi,Delhi (NCT),28.9903,77.2203,169368,7987,143310,52341
Tsunami,2,93491,26.81,11.0,4,Wardha,Maharashtra,18.7718,72.6456,28023,8254,87177,37729
Earthquake,5,52480,149.92,21.6,21,Samastipur,Bihar,25.9525,85.6833,89518,8439,93678,34903
Cyclone,5,50500,233.43,37.4,19,Dausa,Rajasthan,27.4296,75.8775,79594,10819,80708,34888
Earthquake,7,36358,665.65,20.1,21,Tiruvallur,Tamil Nadu,12.9006,80.9386,77832,7053,65440,31026
Cyclone,1,81106,509.88,21.7,6,Arwal,Bihar,25.4934,85.2015,27009,7085,67362,27135
Cyclone,4,49057,302.42,37.5,8,Janjgir-Champa,Chhattisgarh,21.6282,81.4328,33939,8883,53624,24257
Cyclone,5,18381,564.77,14.1,28,Nagaon,Assam,26.4823,91.9621,42288,2948,43546,13762
Landslide,8,77364,125.2,39.6,22,Tirap,Arunachal Pradesh,27.6126,93.3063,163001,20345,172508,57892
Earthquake,8,51431,755.71,19.3,9,Alirajpur,Madhya Pradesh,23.6429,77.1798,51862,10482,94602,34541
Fire,1,45780,712.04,11.8,10,Jorhat,Assam,25.826,91.8722,17875,5607,33809,10757
Cyclone,5,38823,216.5,14.1,10,Fazilka,Punjab,30.9803,76.0554,34372,5060,59983,23729
Cyclone,10,10262,606.39,43.3,30,Kra Daadi,Arunachal Pradesh,26.9121,93.6674,44275,2634,35209,10836
Tsunami,1,94908,503.3,25.8,10,Palwal,Haryana,29.2533,75.5482,65710,10173,98741,37984
Earthquake,1,51195,60.82,19.0,26,Angul,Odisha,20.0774,85.9159,68509,4073,50668,34858
Tsunami,2,11438,278.15,28.2,4,Pudukkottai,Tamil Nadu,13.451,80.4591,3306,1339,13294,4645
Flood,2,87932,999.48,33.9,18,Mainpuri,Uttar Pradesh,26.5699,81.3494,123176,8280,158925,33581
Flood,9,11775,99.54,21.2,12,Balasore,Odisha,20.1155,85.8372,17054,2229,27341,7459
Landslide,4,89706,506.41,35.4,25,Udupi,Karnataka,12.6973,78.0233,157467,14548,137010,53261
Fire,3,20180,849.33,18.8,11,North East Delhi,Delhi (NCT),28.5429,76.6313,13406,4172,18724,6013
Flood,1,14036,300.65,13.9,16,Khagaria,Bihar,25.5651,85.5948,14227,1177,17160,4418
Cyclone,2,10119,260.71,29.2,19,Shamali (Prabuddh Nagar),Uttar Pradesh,26.4297,80.3296,13486,1147,15353,5275
Landslide,6,67382,890.79,15.3,11,Palghar,Maharashtra,18.8519,72.7052,63713,11635,98685,41442
Earthquake,9,49781,304.83,42.9,23,Nagarkurnool,Telangana,17.8009,78.8183,119198,12967,127122,49339
Fire,5,88404,651.49,10.0,4,Solan,Himachal Pradesh,30.9124,77.2857,20441,17967,74321,23444
Cyclone,4,73961,740.31,36.4,12,Jodhpur,Rajasthan,26.6822,75.6431,70952,12200,113977,36557
Cyclone,5,4586,788.62,19.8,28,Solan,Himachal Pradesh,30.6612,77.1438,11558,605,9369,3479
Tsunami,9,82121,994.76,39.6,17,Yavatmal,Maharashtra,19.3868,72.7606,212375,29061,275373,60716
Flood,7,79964,803.19,12.1,24,Raigarh,Chhattisgarh,21.0628,81.9374,189354,12748,232755,49210
Earthquake,8,19212,657.01,43.4,13,Sambalpur,Odisha,20.8797,85.5263,22243,5707,43667,13394
Landslide,4,51797,895.46,13.5,28,Bishnupur,Manipur,24.8099,94.0754,86382,6339,91318,39617
Flood,8,56098,905.74,37.6,4,Anjaw,Arunachal Pradesh,26.7724,93.7779,27982,10427,111732,23089
Cyclone,6,97916,973.17,28.1,27,Indore,Madhya Pradesh,23.2508,77.8785,238249,16501,263897,72969
Earthquake,5,26676,776.47,25.1,6,Malda,West Bengal,22.6603,87.7982,13837,4905,32852,12766
Earthquake,7,50200,194.93,19.8,7,Shivpuri,Madhya Pradesh,22.6927,77.5599,31507,9111,68018,38044
Earthquake,6,81338,709.81,39.4,8,Tiruvallur,Tamil Nadu,12.7646,80.7637,51328,19172,119210,48943
Cyclone,3,21420,75.13,17.0,26,Parbhani,Maharashtra,19.6883,73.224,42518,2317,37594,11893
Earthquake,5,84073,317.96,35.2,2,Bandipore,Jammu and Kashmir,34.1362,74.7147,13420,15864,82848,39576
Earthquake,9,65829,115.81,25.6,9,Virudhunagar,Tamil Nadu,12.811,80.5599,67674,15618,123397,46008
Fire,7,90953,949.94,44.9,10,Kanpur Dehat,Uttar Pradesh,26.6671,81.4938,74183,32500,98598,35085
Flood,4,94118,338.75,31.4,29,Sirsa,Haryana,29.7125,75.9889,265294,14069,222610,57787
Earthquake,7,84979,713.22,13.6,19,Papum Pare,Arunachal Pradesh,26.9975,94.028,164960,17057,164184,64052
Tsunami,5,29244,571.32,24.7,1,Barwani,Madhya Pradesh,22.9445,77.845,2717,4998,41615,15486
Earthquake,2,57426,107.51,12.3,16,Dholpur,Rajasthan,26.8756,75.6401,51221,4318,57699,34448
Fire,6,77248,561.34,20.0,18,Tiruvannamalai,Tamil Nadu,13.4459,80.2976,95854,21453,99781,27753
Earthquake,7,19407,661.02,22.0,8,Bhopal,Madhya Pradesh,23.1616,77.5558,12330,3288,32184,13606
Landslide,8,60698,881.52,39.9,10,Kangpokpi,Manipur,25.1262,94.3381,62660,14792,89779,31231
Tsunami,6,19723,70.09,39.3,22,Alirajpur,Madhya Pradesh,23.6349,77.1591,48437,4469,54020,12958
Flood,8,20349,295.63,10.4,11,Mau,Uttar Pradesh,26.3509,80.8424,29601,3500,44831,10343
Cyclone,7,73865,692.34,28.6,17,Kaimur (Bhabua),Bihar,25.7431,84.9391,115872,16626,168089,57142
Cyclone,2,91910,34.33,17.8,27,Nuapada,Odisha,20.8662,86.1012,142297,8700,153428,64212
Cyclone,6,72231,203.55,21.2,25,Khordha,Odisha,20.1883,86.3402,156024,10824,116065,50479
Flood,9,94238,218.67,10.8,7,South Garo Hills,Meghalaya,25.6878,92.3605,92781,21010,190290,52206
Landslide,6,38477,669.33,36.2,26,Rampur,Uttar Pradesh,26.2376,80.6186,90912,8377,69850,33329
Flood,4,52465,285.96,43.3,27,Yamunanagar,Haryana,29.1684,76.4127,109409,9454,121553,34314
Earthquake,7,34651,599.6,17.7,3,Karimnagar,Telangana,17.2564,78.5341,10306,6687,47082,19352
Fire,3,43026,965.35,22.0,29,Nanded,Maharashtra,19.3616,72.7643,75543,9414,66852,18261
Flood,5,90314,793.24,17.2,7,Saran,Bihar,25.4519,84.5328,61863,11167,167377,42851
Landslide,1,87850,332.9,42.6,6,Mandsaur,Madhya Pradesh,22.7133,76.9998,29214,10286,55955,27141
Landslide,10,38699,472.4,10.3,3,Kangra,Himachal Pradesh,31.317,77.2924,9835,7768,52051,16668
Earthquake,3,98445,200.67,30.4,8,Bundi,Rajasthan,26.7993,75.7943,43571,11974,106594,46566
Cyclone,8,93430,15.72,40.5,1,Bahraich,Uttar Pradesh,27.1584,80.5902,10032,27545,108055,47379
Flood,9,22693,289.72,16.5,5,Mahabubabad,Telangana,17.8065,78.7523,12974,3965,48569,10480
Fire,9,60434,369.41,30.6,24,Kachchh,Gujarat,22.9758,72.8503,137212,24338,126997,30414
Flood,10,94500,564.37,11.8,19,West Siang,Arunachal Pradesh,27.4203,93.8311,216417,21613,309656,83426
Fire,2,59993,944.07,38.5,27,Banaskantha (Palanpur),Gujarat,23.2734,72.1813,87642,14008,69731,21722
Landslide,4,42736,947.85,19.6,13,Dimapur,Nagaland,25.6712,94.4775,39097,5429,47125,19093
Flood,5,69325,70.1,44.6,26,Idukki,Kerala,8.1994,77.1975,190226,14300,178700,39098
Landslide,3,40463,614.65,42.3,11,Baramulla,Jammu and Kashmir,33.7516,74.8251,25756,6849,41400,19861
Flood,1,56059,42.35,35.6,28,Kanpur Dehat,Uttar Pradesh,26.7032,81.5873,106933,4665,93263,26774
Landslide,6,80323,648.08,27.4,22,Ludhiana,Punjab,31.6786,75.6679,152678,12545,138942,57897
Flood,10,86017,117.7,36.8,26,Poonch,Jammu and Kashmir,33.7238,74.9677,272792,23146,283482,76049
Earthquake,2,98729,946.4,14.6,11,Lower Subansiri,Arunachal Pradesh,27.3558,93.2434,63257,10781,110439,50095
Cyclone,9,89225,864.34,20.9,2,Krishnagiri,Tamil Nadu,12.6708,80.1705,23894,26581,164911,62321
Landslide,1,1220,22.33,10.9,9,North Goa,Goa,15.4768,74.0514,514,83,867,423
Earthquake,9,16591,782.13,32.6,2,Baloda Bazar,Chhattisgarh,21.315,81.3992,3672,4523,24713,9299
Flood,7,43738,635.9,38.2,21,Yavatmal,Maharashtra,19.3923,72.5698,119204,8631,98313,29559
Earthquake,10,39162,495.37,43.1,19,Rajanna Sircilla,Telangana,17.4136,78.9424,91710,14546,104576,39257
Cyclone,2,5293,602.63,34.0,26,Yanam,Puducherry (UT),12.3128,80.0049,8523,680,8763,3277
Fire,6,89244,678.25,35.6,12,Vidisha,Madhya Pradesh,23.7992,77.7281,75021,29684,118010,29679
Landslide,8,15313,884.46,41.3,9,Pherzawl,Manipur,24.5257,93.8677,13693,4259,21597,8721
Cyclone,2,79866,767.36,42.8,9,Androth,Lakshadweep (UT),10.2875,72.8272,49333,10156,91587,38489
Cyclone,5,84059,575.38,27.2,23,Dadra & Nagar Haveli,Dadra and Nagar Haveli (UT),20.5196,73.1997,182171,15733,184214,65361
Flood,6,17287,824.62,13.8,10,Purba Medinipur (East Medinipur),West Bengal,22.7484,87.875,19765,2786,24657,8427
Earthquake,3,10140,986.92,26.3,5,Mandya,Karnataka,12.3723,77.0996,4004,1538,9702,5023
Cyclone,2,66402,300.18,29.5,9,Bhagalpur,Bihar,25.2739,85.1721,37230,8533,67348,29582
Cyclone,6,30049,118.42,32.1,23,Mahe,Puducherry (UT),11.8679,79.8879,76076,5388,58531,22608
Flood,3,3627,731.45,44.6,18,Ratlam,Madhya Pradesh,23.4895,76.9382,5684,537,7003,1513
Cyclone,2,76657,978.6,42.1,10,Ramanathapuram,Tamil Nadu,13.0611,79.6161,53740,11124,89675,25647
Tsunami,1,83508,116.71,23.9,17,Burhanpur,Madhya Pradesh,23.3502,77.2307,91470,7562,105473,44484
Cyclone,8,77394,431.71,14.0,26,Mokokchung,Nagaland,25.8264,93.6559,228780,12907,205028,66699
Earthquake,1,18857,62.27,17.5,10,Sheohar,Bihar,25.8258,85.504,8239,1489,12158,9831
Fire,5,25512,776.53,16.1,14,Nagaon,Assam,26.5148,92.0197,24065,5762,30728,7493
Fire,6,14412,948.71,22.5,4,Banswara,Rajasthan,26.6824,76.0823,4776,5257,14295,4309
Cyclone,3,22219,498.99,40.7,10,Ranchi,Jharkhand,24.1184,85.4588,15719,3919,26722,9277
Earthquake,7,11904,409.52,25.3,24,Noney,Manipur,24.8159,93.6983,22750,2242,24827,11346
Landslide,2,54086,907.72,29.9,22,Balasore,Odisha,19.8902,86.0384,60393,6030,70401,26323
Flood,7,46645,133.39,16.3,30,Tinsukia,Assam,26.0746,91.2591,147478,6728,151058,29133
Cyclone,2,76619,891.58,27.2,18,Peddapalli,Telangana,17.0598,77.9104,96254,9568,114569,42445
Flood,5,30099,392.13,40.6,5,Banaskantha (Palanpur),Gujarat,22.9215,72.3055,13281,5295,46628,12985
Cyclone,7,96193,559.41,37.1,9,Bengaluru (Bangalore) Rural,Karnataka,13.2788,77.5447,80167,22431,182243,61023
Cyclone,3,39858,528.29,12.8,6,Gopalganj,Bihar,25.7553,85.1825,16505,4109,46452,19306
Fire,4,94424,615.98,40.2,16,Kilthan,Lakshadweep (UT),10.5179,73.0984,106667,31086,110588,33737
Flood,1,97586,942.12,19.6,22,Hapur (Panchsheel Nagar),Uttar Pradesh,27.0442,80.4797,170110,8842,147161,41099
Earthquake,3,69619,951.13,33.3,23,Ramanathapuram,Tamil Nadu,13.3295,79.5961,116609,9190,113552,58901
Earthquake,9,3868,831.15,15.1,16,Gumla,Jharkhand,23.4094,84.798,7081,724,8506,3687
Earthquake,10,1604,191.54,33.6,29,Sepahijala,Tripura,23.9666,91.132,5684,509,4488,1728
Fire,5,68086,333.52,11.2,11,Pherzawl,Manipur,24.3491,94.2726,43437,12417,65534,21108
Cyclone,8,76872,487.82,31.0,21,Upper Siang,Arunachal Pradesh,27.3211,93.9006,170885,20785,200336,59093
Tsunami,2,8102,905.46,32.6,15,Mysuru (Mysore),Karnataka,13.1972,77.9214,8032,1170,10984,5027
Earthquake,3,75527,520.86,18.6,19,Zunheboto,Nagaland,24.9889,94.1857,99924,8109,103525,54028
Earthquake,7,38887,977.44,42.8,3,Malappuram,Kerala,8.5025,77.0416,11510,10646,52924,23685
Landslide,10,13998,983.84,11.6,16,Araria,Bihar,25.324,85.271,23049,3163,33960,10348
Cyclone,4,10572,598.58,41.2,21,Nellore,Andhra Pradesh,16.6644,80.4848,20882,1605,19373,8097
Flood,9,80900,877.5,23.4,20,Central Delhi,Delhi (NCT),28.6314,77.454,236438,17737,305650,66287
Fire,7,83327,999.22,35.0,5,Jamnagar,Gujarat,23.2415,72.485,33734,28402,87736,24902
Earthquake,1,32732,849.72,32.8,30,Katihar,Bihar,25.2217,84.8814,50473,3515,41586,22109
Landslide,4,33843,656.91,15.9,9,Etah,Uttar Pradesh,26.5533,81.3008,21290,4349,41776,16492
Tsunami,10,78638,845.13,21.2,5,East Garo Hills,Meghalaya,25.6219,92.1955,60200,22040,187761,50031
Cyclone,6,43486,82.66,28.5,4,Bhagalpur,Bihar,25.2954,85.4461,15339,7718,44634,20162
Cyclone,6,93886,634.82,39.6,13,Srinagar,Jammu and Kashmir,33.7238,74.2679,109121,20583,195445,70290
Cyclone,10,43488,216.52,43.4,20,Goalpara,Assam,26.3325,92.0695,108699,11974,136918,38747
Cyclone,6,21423,116.06,10.7,17,Dehradun,Uttarakhand,30.4068,77.7325,34205,3012,39418,14024
Fire,5,69369,892.87,22.3,26,West Singhbhum,Jharkhand,22.8109,85.314,113093,16259,106117,32074
Fire,3,41419,639.64,33.4,20,Rajkot,Gujarat,22.8419,73.1216,38782,7691,42055,12334
Earthquake,2,67859,243.55,28.5,12,Kachchh,Gujarat,23.3705,72.6805,46409,7811,75299,35493
Flood,3,16968,386.78,43.0,30,Ghaziabad,Uttar Pradesh,26.8319,80.8719,35299,2878,43623,11380
Cyclone,9,99832,973.28,10.6,20,Amravati,Maharashtra,18.8592,73.1056,231398,18388,269416,71827
Cyclone,3,2180,862.18,25.3,25,Karimganj,Assam,26.6029,91.6973,3938,321,4032,1297
Landslide,3,13876,15.58,33.4,27,Saharanpur,Uttar Pradesh,27.0017,81.2484,22553,2001,21741,8286
Flood,1,66331,979.8,17.6,20,Ukhrul,Manipur,24.2166,93.8601,83189,4159,120698,25896
Landslide,2,55552,368.53,35.4,7,Alwar,Rajasthan,26.8865,75.4562,21424,8673,44492,23399
Fire,3,53912,695.42,12.8,1,Katni,Madhya Pradesh,23.4456,77.4554,2792,8021,35106,12983
Fire,2,63371,712.68,25.8,30,Narayanpur,Chhattisgarh,21.0005,81.3085,97823,10769,73831,24166
Cyclone,8,98605,911.68,33.7,16,Jiribam,Manipur,24.3634,93.8946,177079,25806,225396,72926
Fire,6,77685,885.06,19.3,7,Vidisha,Madhya Pradesh,23.3562,78.0563,41432,20169,87363,27888
Earthquake,7,58642,281.73,12.6,30,Chikkamagaluru (Chikmagalur),Karnataka,13.3332,77.6664,180117,10632,159816,58103
Fire,1,15728,643.54,43.5,2,Bijnor,Uttar Pradesh,26.6699,80.9144,1365,3067,7174,2973
Cyclone,6,8365,393.71,42.0,12,Yadadri Bhuvanagiri,Telangana,17.4874,77.6346,9398,1713,14761,5220
Earthquake,2,24771,525.54,42.4,11,Hingoli,Maharashtra,19.56,72.9835,16989,3307,24456,12068
Earthquake,6,12560,554.68,44.2,8,Bhagalpur,Bihar,25.1818,85.48,9237,2721,15159,7817
Flood,3,3577,396.34,16.5,1,Gumla,Jharkhand,23.7212,84.8579,226,348,3883,1024
Cyclone,7,2302,463.89,15.5,26,Dhemaji,Assam,25.9652,92.1042,5597,411,5947,2173
Tsunami,3,89510,208.34,11.2,3,Gadchiroli,Maharashtra,18.979,72.7677,22682,11076,103122,30537
Flood,9,11950,607.65,41.2,8,Chirang,Assam,26.0859,91.7589,14019,2692,32350,6802
Cyclone,3,20909,758.96,36.3,26,Morbi,Gujarat,22.7104,72.2183,35883,3098,37496,12570
Cyclone,7,70986,429.74,32.2,8,Mandi,Himachal Pradesh,31.0048,77.1539,55615,14403,110292,41234
Earthquake,4,2906,977.68,42.5,11,Jalandhar,Punjab,31.6573,75.3446,2518,575,4036,1385
Flood,8,7263,57.23,30.1,29,Mathura,Uttar Pradesh,27.3981,81.0208,22350,1622,25273,6502
Earthquake,2,94468,589.16,14.5,21,Cachar,Assam,25.9203,91.7263,125367,9918,119480,57099
Flood,8,285,583.6,16.2,5,Akola,Maharashtra,19.4076,72.6047,182,44,615,149
Flood,9,24818,36.3,14.6,8,Amreli,Gujarat,23.286,72.2903,25205,4752,54459,14059
Fire,8,77181,224.57,20.8,26,Bemetara,Chhattisgarh,21.0739,81.3481,165114,23683,136930,38755
